factset_entity_id,vendor_id
05LGYQ-E, 156296105
07VT8W-E, 178687759
09H7JT-E, 156351820
07XJTM-E, 289423819
08VNQ5-E, 139227025
0808XW-E, 32406767
06ZM6M-E, 178745691
07W781-E, 142852455
0883R0-E, 63207082
07W59G-E, 19891282
08WQ1K-E, 194224948
0B5ZDQ-E, 156231527
07V2PF-E, 63203804
064QPZ-E, 46743856
05LH9N-E, 41260275
08HS5Z-E, 146688422
085HPL-E, 29124203
07R99J-E, 49805462
07TLZ4-E, 55595484
0HFPWH-E, 19883974
09T787-E, 143001139
08JKPJ-E, 56531571
07XKTZ-E, 287653274
0DD19M-E, 21711873
003MGG-E, 146577185
003BBR-E, 57568774
08TQGH-E, 19884365
0H3CLW-E, 19883902
05LHXL-E, 63217806
0GRZ6M-E, 19885323
0BGKY2-E, 63227121
084VF3-E, 146615163
064W34-E, 49876851
06HTRR-E, 142919627
07P5VR-E, 142953105
0GTGX3-E, 156249271
07VC5G-E, 47204322
0835P3-E, 19886230
0GTP5P-E, 139339461
0DD0QS-E, 137841979
0CM5M7-E, 141420262
0868LL-E, 57568774
0885WD-E, 49776130
07GTW8-E, 146453881
0GLC80-E, 156351820
06NHW6-E, 156342731
094D0S-E, 36505113
001M1K-E, 33305192
080QG0-E, 142919482
08HBPN-E, 21834201
05JZRG-E, 19887696
092X2J-E, 46596743
093BX6-E, 156203321
05LJFP-E, 138709536
0FGG0T-E, 52050693
064XZ8-E, 19892321
07V16W-E, 156256528
0886XZ-E, 19883974
06170X-E, 143319773
07NQDX-E, 49695345
0FKQWN-E, 146716366
0C78QG-E, 293980298
0CR6X0-E, 190554115
07W9ZV-E, 156364046
093655-E, 153411796
07V23P-E, 294937670
08318S-E, 156252872
09ZHWF-E, 52719591
0G2C50-E, 156342731
0H7R53-E, 58882025
088776-E, 21065618
00CHB6-E, 308167055
07QB3B-E, 142852455
0BGJY4-E, 63227121
06M01X-E, 156243010
05LJH2-E, 142849975
09LKG5-E, 282968414
09T7LF-E, 142801530
09T83V-E, 146578748
0G3H5R-E, 275250753
0BHJZR-E, 57288154
099FXS-E, 153411796
05LH6M-E, 178415680
05VYTY-E, 298135122
080PZ5-E, 178917981
08766K-E, 52141695
09XFZH-E, 146579136
0724VS-E, 27821334
06181W-E, 156288626
07XD53-E, 21699273
07R99S-E, 49873327
07R88C-E, 142852455
06170G-E, 141287616
05HXCM-E, 33774918
06P412-E, 49896568
08TXSW-E, 138709536
07XKVK-E, 253877775
0FWKPN-E, 175104602
05TD9F-E, 156251392
07RGZL-E, 291927103
083T52-E, 156251392
06KT8D-E, 178437788
064P9H-E, 142953031
07QB2P-E, 63210045
07TZZQ-E, 156210079
064QP8-E, 20492254
0G9NP2-E, 194224948
07TH1T-E, 53315675
07QC9Y-E, 22225554
09WGSF-E, 142953182
0GTXKY-E, 142922932
07XKBM-E, 23332402
07VRNP-E, 19079587
0CQ22T-E, 156278948
07XMJ5-E, 55342360
0CL2PV-E, 49910749
000NYN-E, 315634199
07FSP8-E, 156330439
05LHG5-E, 56660452
07R7ZY-E, 19889383
083BT0-E, 156251392
07QB20-E, 63211512
0FW2CG-E, 49910789
072CZ9-E, 290513065
0885G2-E, 56660452
0G61CJ-E, 19883902
09T830-E, 142803385
009L0X-E, 49681286
07QSQ0-E, 19883974
07L5P9-E, 134699029
05LJG3-E, 146707094
07VC4B-E, 32358104
096Z8G-E, 21342413
07XG9D-E, 47037702
0C85SJ-E, 324235093
0CZ0Y6-E, 142919627
07ZNRQ-E, 49910749
093050-E, 41260275
05VYCQ-E, 142904980
0FXX1D-E, 51879840
0BJL8P-E, 38579280
09T8V8-E, 142950745
0GZ9JB-E, 144231356
06170Z-E, 156303213
07PWFS-E, 146719510
05PJDV-E, 142802701
07Q5SY-E, 176041367
086914-E, 51167833
07TJX8-E, 29903534
0F7MZP-E, 56842613
07V06W-E, 56884613
088T0W-E, 178917981
0G9WDR-E, 57568774
07W4PP-E, 19883974
07XGFW-E, 142381312
09T7LH-E, 146700277
00FF4S-E, 44551575
07FFRV-E, 175202005
0H05PL-E, 142800512
08GN56-E, 156295844
07VS7K-E, 21351531
0064D7-E, 278803705
05V10Z-E, 138678741
07ZFW5-E, 27659647
0C67MY-E, 63227121
0037PX-E, 49809662
09F1JN-E, 138356789
08762G-E, 25586557
0DDBW9-E, 49910617
006RJK-E, 57288154
083VNQ-E, 156298910
05K4YK-E, 156321129
05L396-E, 146707094
0CS5VZ-E, 153411796
08TY14-E, 21342413
05LJDP-E, 156185308
0DY8PB-E, 142805585
0CK6JK-E, 258926217
0014MV-E, 136317904
09V0XK-E, 49910704
003MGC-E, 146730135
07XDHP-E, 47220160
0GYG2M-E, 30868353
0D223H-E, 156261964
09T6YN-E, 142809509
0DJ3ML-E, 325340558
05PM9N-E, 156251392
08TJ4D-E, 21643384
0098X8-E, 156368216
07XJ4Y-E, 55245533
093LQ9-E, 49767516
07XJQD-E, 21794294
07XD7W-E, 312570632
0C6P8N-E, 19308710
0BGK84-E, 52169862
07BH7T-E, 51492256
06VG39-E, 142904980
0F6966-E, 56531571
08D5SR-E, 138709536
0831CS-E, 156248207
07JXBB-E, 25489946
0BG8RM-E, 53432123
0HB6DQ-E, 276006265
09T5R6-E, 142870300
07VCLF-E, 156322944
07VNHL-E, 142827729
07ZHSM-E, 19889383
0FVXLJ-E, 194224948
07TMDV-E, 49853330
0632LM-E, 197475313
06PH9X-E, 275246755
060Y9P-E, 140954443
0DB5HF-E, 49910617
06C284-E, 156322718
05LJLK-E, 151916177
085G1T-E, 173263747
08WTQ9-E, 194224948
06GJH7-E, 32820128
0G1627-E, 142953031
080N60-E, 39957373
09LNV5-E, 32864695
05PJ1H-E, 32406767
080QBM-E, 38009921
